archetype_id,mechanism,resource,would_anyway,might_without_platform,only_because_platform,increases_amount_or_duration,causal_credit,aggregate_mechanism_resource_credit,provenance,dominant_crux,update_observable,evidence_status
NE1,dac,cash,0.65,0.2,0.09,0.06,0.17,0.324166060531,AI-proposed after preserved first run; frozen before revised results,pool contribution counterfactual,prospective public-good budget and randomized exposure,AI_proposed_after_preserved_first_run_frozen_before_revised_results_not_empirical
NE1,direct,labor,0.58,0.23,0.11,0.08,0.2075,0.39648411138,AI-proposed after preserved first run; frozen before revised results,action counterfactual,prospective time plan and randomized exposure,AI_proposed_after_preserved_first_run_frozen_before_revised_results_not_empirical
NE2,redirect,cash,0.58,0.24,0.11,0.07,0.205,0.232515502043,AI-proposed after preserved first run; frozen before revised results,counterfactual ordinary giving,prospective fallback and 12-month follow-up,AI_proposed_after_preserved_first_run_frozen_before_revised_results_not_empirical
NE2,direct,cash,0.55,0.24,0.13,0.08,0.23,0.334729665661,AI-proposed after preserved first run; frozen before revised results,payer counterfactual,prospective payment plan and randomized exposure,AI_proposed_after_preserved_first_run_frozen_before_revised_results_not_empirical
NE2,dac,cash,0.55,0.25,0.12,0.08,0.2225,0.324166060531,AI-proposed after preserved first run; frozen before revised results,pool contribution counterfactual,prospective public-good budget and randomized exposure,AI_proposed_after_preserved_first_run_frozen_before_revised_results_not_empirical
NE2,direct,labor,0.5,0.25,0.15,0.1,0.2625,0.39648411138,AI-proposed after preserved first run; frozen before revised results,action counterfactual,prospective time plan and randomized exposure,AI_proposed_after_preserved_first_run_frozen_before_revised_results_not_empirical
NE3,redirect,cash,0.55,0.25,0.12,0.08,0.2225,0.232515502043,AI-proposed after preserved first run; frozen before revised results,counterfactual planned giving,prospective fallback and 12-month follow-up,AI_proposed_after_preserved_first_run_frozen_before_revised_results_not_empirical
NE3,direct,cash,0.38,0.28,0.22,0.12,0.35,0.334729665661,AI-proposed after preserved first run; frozen before revised results,payer counterfactual,prospective payment plan and randomized exposure,AI_proposed_after_preserved_first_run_frozen_before_revised_results_not_empirical
NE3,dac,cash,0.55,0.25,0.12,0.08,0.2225,0.324166060531,AI-proposed after preserved first run; frozen before revised results,pool contribution counterfactual,prospective public-good budget and randomized exposure,AI_proposed_after_preserved_first_run_frozen_before_revised_results_not_empirical
NE3,direct,labor,0.42,0.27,0.2,0.11,0.3225,0.39648411138,AI-proposed after preserved first run; frozen before revised results,action counterfactual,prospective time plan and randomized exposure,AI_proposed_after_preserved_first_run_frozen_before_revised_results_not_empirical
NE4,redirect,cash,0.65,0.2,0.09,0.06,0.17,0.232515502043,AI-proposed after preserved first run; frozen before revised results,counterfactual planned giving,prospective fallback and 12-month follow-up,AI_proposed_after_preserved_first_run_frozen_before_revised_results_not_empirical
NE4,direct,cash,0.4,0.28,0.21,0.11,0.335,0.334729665661,AI-proposed after preserved first run; frozen before revised results,payer counterfactual,prospective payment plan and randomized exposure,AI_proposed_after_preserved_first_run_frozen_before_revised_results_not_empirical
NE4,dac,cash,0.62,0.22,0.1,0.06,0.185,0.324166060531,AI-proposed after preserved first run; frozen before revised results,pool contribution counterfactual,prospective public-good budget and randomized exposure,AI_proposed_after_preserved_first_run_frozen_before_revised_results_not_empirical
NE4,direct,labor,0.34,0.28,0.24,0.14,0.38,0.39648411138,AI-proposed after preserved first run; frozen before revised results,behavior counterfactual,prospective time plan and randomized exposure,AI_proposed_after_preserved_first_run_frozen_before_revised_results_not_empirical
NE5,redirect,cash,0.6,0.23,0.1,0.07,0.1925,0.232515502043,AI-proposed after preserved first run; frozen before revised results,counterfactual planned giving,prospective fallback and 12-month follow-up,AI_proposed_after_preserved_first_run_frozen_before_revised_results_not_empirical
NE5,direct,cash,0.52,0.25,0.14,0.09,0.2475,0.334729665661,AI-proposed after preserved first run; frozen before revised results,payer counterfactual,prospective payment plan and randomized exposure,AI_proposed_after_preserved_first_run_frozen_before_revised_results_not_empirical
NE5,dac,cash,0.45,0.29,0.17,0.09,0.2875,0.324166060531,AI-proposed after preserved first run; frozen before revised results,pool contribution counterfactual,prospective public-good budget and randomized exposure,AI_proposed_after_preserved_first_run_frozen_before_revised_results_not_empirical
NE5,direct,labor,0.45,0.27,0.18,0.1,0.2975,0.39648411138,AI-proposed after preserved first run; frozen before revised results,review/action counterfactual,prospective time plan and randomized exposure,AI_proposed_after_preserved_first_run_frozen_before_revised_results_not_empirical
